product_id,product_name,category,brand,mrp,cost_price
847,Quaerat Product,Snacks,Khatri-Golla,38.77,34.52
848,Delectus Product,Household,Kade LLC,830.32,537.76
849,Officiis Product,Beverages,Goyal LLC,534.24,343.45
850,Autem Product,Beverages,De Inc,779.74,497.19
851,Sint Product,Fruits,Handa-Wadhwa,249.74,176.87
852,Quam Product,Household,Thaman-Bumb,358.18,242.22
853,Est Product,Fruits,"Dube, Sarraf and Rajagopal",49.5,42.17
854,Occaecati Product,Fruits,"Shenoy, Sidhu and Jayaraman",962.26,675.71
855,Voluptates Product,Beverages,Banik-Mandal,674.51,474.25
856,A Product,Fruits,Soni and Sons,934.54,519.0
857,Autem Product,Beverages,Mangat and Sons,280.19,250.24
858,Non Product,Snacks,"Shetty, Sawhney and Amble",619.23,371.53
859,Unde Product,Household,"Tata, Jayaraman and Bobal",684.93,362.56
860,Eos Product,Fruits,Ram Group,331.2,253.45
861,Libero Product,Beverages,Sandal-Shanker,851.15,628.27
862,Sint Product,Dairy,"Divan, Keer and Kothari",948.22,631.57
863,Pariatur Product,Fruits,"Chaudhary, Walla and Ramachandran",887.16,593.4
864,Vel Product,Snacks,Date and Sons,744.29,605.87
865,Perferendis Product,Snacks,"Rajagopal, Mani and Kapur",291.92,168.81
866,Tempora Product,Dairy,Dhillon PLC,295.98,245.1
867,Voluptatum Product,Beverages,"Gokhale, Buch and Balan",964.09,732.23
868,Tempora Product,Fruits,Ratti-Banik,30.08,20.08
869,Nemo Product,Beverages,Sankar Inc,721.73,493.09
870,Quibusdam Product,Snacks,Bath Inc,712.12,429.17
871,Magnam Product,Beverages,Loyal-Acharya,630.24,504.73
872,Dolor Product,Snacks,Krishna Group,990.31,698.32
873,Illo Product,Beverages,Tella-Bir,325.64,204.61
874,Incidunt Product,Dairy,Jain-Baria,353.17,260.79
875,Dolor Product,Household,"Rout, Sangha and Khare",97.36,87.46
876,Pariatur Product,Dairy,Choudhury Group,453.94,306.0
877,Totam Product,Dairy,Ravel-Jani,275.83,239.5
878,Illum Product,Household,Tata Group,356.52,227.46
879,Blanditiis Product,Household,Mammen-Samra,837.88,437.28
880,Magni Product,Fruits,Soni and Sons,936.77,544.92
881,Possimus Product,Fruits,"Toor, Hans and Rau",202.02,134.84
882,Deserunt Product,Dairy,"Hayer, Seshadri and Bera",385.06,226.36
883,Provident Product,Dairy,"Virk, Goyal and Dora",930.06,465.11
884,Numquam Product,Snacks,Dora-Sarna,80.57,69.77
885,Unde Product,Snacks,"Reddy, Hegde and Dhar",110.51,92.56
886,Soluta Product,Fruits,Sabharwal-Jhaveri,179.54,143.08
887,Doloremque Product,Fruits,"Comar, Shankar and Sarin",603.31,342.15
888,Veritatis Product,Snacks,Goswami-Sane,167.46,91.79
889,Praesentium Product,Snacks,Dugar Inc,968.71,510.55
890,Accusamus Product,Beverages,"Barad, Sachdeva and Aggarwal",457.78,361.47
891,Aliquam Product,Beverages,"Aggarwal, Lanka and Dey",511.49,445.78
892,Temporibus Product,Snacks,Behl and Sons,261.73,175.94
893,Voluptatem Product,Beverages,Gara-Bandi,481.54,263.72
894,Maiores Product,Household,"Gupta, Chandra and Basu",668.68,471.39
895,Incidunt Product,Fruits,"Dalal, Krishna and Date",756.15,483.58
896,Unde Product,Fruits,Behl-Chakrabarti,758.79,493.16
897,Ad Product,Snacks,Gaba Ltd,586.33,438.89
898,Ut Product,Dairy,Lad Inc,906.27,713.68
899,Maxime Product,Snacks,Ranganathan LLC,821.06,446.85
900,Nemo Product,Beverages,Bora LLC,761.91,391.8
901,Laboriosam Product,Dairy,Wadhwa-Jani,74.49,66.87
902,Eum Product,Beverages,Swaminathan and Sons,26.74,15.86
903,Sunt Product,Household,"Guha, Wali and Grover",228.2,119.01
904,Est Product,Beverages,Sastry Group,670.25,386.03
905,Nam Product,Household,Gopal Group,422.97,218.08
906,Modi Product,Household,"Butala, Bumb and Sibal",414.36,272.12
907,Cum Product,Beverages,"Sama, Jhaveri and Yogi",886.9,728.11
908,Id Product,Beverages,"Apte, Bhatnagar and Anne",897.65,571.35
909,Hic Product,Household,Bedi Inc,910.99,617.35
910,Sequi Product,Dairy,"Bakshi, Badal and Sarkar",327.6,252.33
911,Reprehenderit Product,Household,Kalla Inc,697.23,490.54
912,Reprehenderit Product,Fruits,Loke LLC,286.2,241.72
913,Beatae Product,Household,Dhingra-Ganesh,206.8,175.04
914,Adipisci Product,Dairy,Edwin and Sons,200.94,101.27
915,Quis Product,Fruits,Sastry-Jayaraman,355.27,288.2
916,Quis Product,Snacks,Kota-Bir,441.36,302.02
917,Amet Product,Snacks,Bansal-Kannan,834.33,747.17
918,Eveniet Product,Dairy,Sem and Sons,137.49,95.32
919,Numquam Product,Household,"Tandon, Dhaliwal and Kari",740.23,662.33
920,Doloribus Product,Beverages,"Edwin, Chanda and Batta",540.83,433.65
921,Occaecati Product,Dairy,Shanker-Dayal,302.19,181.15
922,Quisquam Product,Fruits,Dugar-Karpe,502.96,359.8
923,Vero Product,Fruits,"Kadakia, Kara and Comar",313.94,281.56
924,Repellat Product,Snacks,"Ganesan, Devi and Wadhwa",604.16,509.31
925,Voluptate Product,Fruits,Venkatesh and Sons,445.17,239.92
926,Voluptate Product,Dairy,Rama Ltd,181.12,141.74
927,Est Product,Fruits,Varma-Chanda,134.25,85.68
928,Earum Product,Dairy,Lall PLC,555.76,279.43
929,Architecto Product,Beverages,Wadhwa and Sons,904.36,598.14
930,Nesciunt Product,Snacks,Das Group,357.08,212.07
931,Architecto Product,Fruits,Trivedi-Som,738.34,611.01
932,Deserunt Product,Dairy,"Gaba, Divan and Bava",665.49,422.54
933,Id Product,Household,Lal-Kapur,932.92,775.27
934,Quasi Product,Snacks,"Lad, Iyer and Kale",824.56,412.48
935,Animi Product,Beverages,Chad Inc,575.27,358.47
936,Veritatis Product,Dairy,Kapur PLC,663.89,395.99
937,Mollitia Product,Beverages,"Sama, Jani and Buch",900.42,534.33
938,Praesentium Product,Beverages,Raju PLC,411.53,216.99
939,Nihil Product,Fruits,"Vyas, Sabharwal and Reddy",340.26,195.6
940,A Product,Fruits,"Madan, Sen and Mahal",30.59,22.09
941,Officiis Product,Dairy,Walia and Sons,830.02,511.74
942,Tempore Product,Household,"Borde, Wali and Butala",804.96,536.87
943,Animi Product,Dairy,Devi and Sons,122.37,79.63
944,Cupiditate Product,Household,"Aurora, Bhandari and Shroff",585.32,497.73
945,Perferendis Product,Beverages,Singh LLC,474.7,409.25
946,Voluptatibus Product,Snacks,Yogi-Mane,136.33,95.05
947,Repudiandae Product,Dairy,Ratta Inc,980.96,620.03
948,Quae Product,Dairy,Rama Ltd,230.4,125.04
949,Nobis Product,Household,"Badami, Chander and Chakrabarti",85.89,75.7
950,Deserunt Product,Beverages,Kapadia LLC,602.95,316.0
951,Illum Product,Beverages,Apte PLC,744.09,460.64
952,Maiores Product,Household,"Manda, Mander and Halder",51.79,32.07
953,Quas Product,Beverages,Ram-Hayre,665.54,418.07
954,Ipsum Product,Fruits,Dora LLC,541.65,306.42
955,Facere Product,Snacks,"Kala, Borde and Amble",121.2,98.57
956,Expedita Product,Dairy,Chaudhari Inc,189.07,103.8
957,Quam Product,Snacks,Mahal PLC,576.61,434.74
958,Accusantium Product,Dairy,Dube-Suresh,310.43,170.59
959,Nemo Product,Fruits,"Mani, Chander and Ahuja",939.55,496.28
960,Praesentium Product,Beverages,"Karan, Doctor and Taneja",822.37,710.34
961,Vero Product,Household,Kumer Ltd,983.9,566.78
962,Rerum Product,Fruits,Karnik-Sodhi,274.48,227.41
963,Enim Product,Snacks,Rao LLC,970.33,696.55
964,Nulla Product,Household,"Sampath, Vasa and Kaur",442.61,235.09
965,Eos Product,Beverages,Hans and Sons,360.57,318.09
966,Expedita Product,Fruits,Sharma Inc,69.34,41.52
967,Iste Product,Household,Chad PLC,71.71,60.51
968,Dicta Product,Fruits,Yohannan-Vasa,698.17,396.23
969,Placeat Product,Fruits,Konda-Acharya,468.77,394.51
970,In Product,Beverages,Manne Group,241.99,122.28
971,Consequuntur Product,Dairy,Sarma-Tiwari,621.69,438.11
972,Reprehenderit Product,Household,Koshy Inc,267.8,216.32
973,Consequatur Product,Beverages,Edwin and Sons,586.08,512.19
974,Exercitationem Product,Fruits,Bhasin-Bose,372.02,321.31
975,Eligendi Product,Beverages,"Kumer, Rau and Wagle",827.08,684.7
976,Aspernatur Product,Dairy,"Talwar, Deshmukh and Soni",824.28,704.99
977,Mollitia Product,Household,Tank PLC,487.8,282.77
978,In Product,Dairy,"Tata, Kadakia and Sengupta",363.8,223.25
979,Magnam Product,Snacks,Rout Group,375.31,231.04
980,Molestias Product,Household,Ratta-Grover,809.6,526.91
981,Asperiores Product,Dairy,"Saxena, Behl and Dara",341.62,224.56
982,Doloremque Product,Fruits,Datta-Deshpande,224.88,161.42
983,Ipsam Product,Household,"Shah, Zacharia and Bandi",102.99,58.08
984,Repellat Product,Household,"Sanghvi, Hans and Sahni",477.36,370.67
985,Sed Product,Beverages,"Viswanathan, Bail and Dhingra",492.49,279.25
986,Perspiciatis Product,Fruits,Joshi-Keer,844.09,526.82
987,Veritatis Product,Snacks,Varughese-Dhawan,236.81,166.08
988,Cum Product,Dairy,"Lad, Bawa and Rao",393.37,322.0
989,Eligendi Product,Beverages,Bava and Sons,812.24,646.37
990,Consequatur Product,Dairy,Sharma Ltd,827.15,627.16
991,Voluptatibus Product,Snacks,Salvi-Raju,396.92,223.19
992,Nam Product,Snacks,Taneja-Chaudhry,469.94,337.8
993,Sapiente Product,Household,Saxena-Jaggi,317.22,169.71
994,Animi Product,Snacks,Thaker-Sandhu,933.9,607.92
995,Molestias Product,Dairy,"Uppal, D’Alia and Tella",136.27,90.67
996,Reprehenderit Product,Fruits,"Lalla, Sama and Rattan",935.07,482.43
997,Quaerat Product,Fruits,Swaminathan and Sons,690.19,420.74
998,Ipsa Product,Household,"Bala, Koshy and Sodhi",540.94,477.25
999,Perspiciatis Product,Dairy,Dube-Gulati,52.01,45.84
1000,Ut Product,Dairy,Dubey-Lad,486.08,311.54
